"startdate","enddate","status","ipaddress","progress","duration__in_seconds_","finished","recordeddate","responseid","recipientlastname","recipientfirstname","recipientemail","externalreference","locationlatitude","locationlongitude","distributionchannel","userlanguage","first_click","last_click","page_submit","click_count","consent_form","citizenship","techphi_enth","techphi_dep","techphi_techrep","techphi_eou","exp_g_phi","exp_g_sci","exp_g_pol","exp_g_inf","exp_o_phi","exp_o_sci","exp_o_pol","exp_o_inf","exp_t_phi","exp_t_sci","exp_t_pol","exp_t_inf","exp_h_phi","exp_h_sci","exp_h_pol","exp_h_inf","violation","emo_angry","emo_outraged","emo_disgusted","emo_anxious","emo_afraid","emo_nervous","emo_enthusiastic","emo_hopeful","emo_proud","emo_relaxed","emo_peaceful","emo_calm","engage_like","engage_share","engage_petition","engage_attend","accept_phi","accept_sci","accept_pol","accept_inf","regulate_phi","regulate_sci","regulate_pol","regulate_inf","familiarity","experience","confidence","science_degree","science_course","science_course_num","open_ended","respondent_id","occupation","topic","model","label","logDuration"
"2025-05-07 08:16:36","2025-05-07 08:21:47","0","172.59.190.225","100",311,1,"2025-05-07 08:21:47","R_5BnxwnWuNbnRNqF","","","","","41.8835","-87.6305","anonymous","EN","9.859","9.859","18.196","1",1,1,"1","2","1","1","3","3","3","4","1","1","1","3","1","1","1","1","1","1","1","1","1","3","3","3","1","1","1","1","1","1","1","5","1","-2","-1","-2","-2","0","-1","0","-1","0","0","0","0","-2","4","0","2","2","","","iP74c3b45b5ed173f0","social media influencer","cancer care","MD","LB",5.73979291217923
"2025-05-07 08:11:03","2025-05-07 08:24:53","0","184.101.72.178","100",830,1,"2025-05-07 08:24:54","R_1QKmKWNDEMTH5xe","","","","","33.5132","-112.083","anonymous","EN","59.693","135.069","136.061","43",1,1,"5","5","1","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","-2","1","1","1","1","1","1","1","1","1","5","1","5","2","0","1","0","2","2","2","2","2","2","2","2","0","1","0","2","1","3","Great job on this survey-it was very interesting, and well put together.","iP2f62103f5f949e36","social media influencer","animal welfare","MD","UL",6.72142570079064
"2025-05-07 08:20:19","2025-05-07 08:26:41","0","47.28.236.76","100",381,1,"2025-05-07 08:26:41","R_30a04MouA5qywFP","","","","","41.1095","-104.8157","anonymous","EN","14.191","14.191","22.101","1",1,1,"4","4","3","4","4","3","2","3","4","3","1","2","4","3","2","2","5","3","2","2","-2","2","2","2","2","2","3","3","3","2","4","3","4","1","0","0","-2","0","0","-2","0","1","2","2","0","2","1","1","2","1","2","","iP352895fde5df8233","social media influencer","cancer care","MD","LB",5.9427993751267
"2025-05-07 08:24:45","2025-05-07 08:29:59","0","68.197.4.123","100",314,1,"2025-05-07 08:30:00","R_65EqXtOEgdGrhap","","","","","40.8088","-73.9195","anonymous","EN","1.434","14.823","16.19","6",1,1,"3","1","1","3","4","3","4","4","4","4","4","4","4","3","4","4","4","3","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","-2","-2","-2","-2","0","0","0","0","0","0","0","0","-1","2","-1","2","2","","","iP70c1d1ef467e48f6","philanthropist","cancer care","NM","UL",5.74939298590825
"2025-05-07 08:34:12","2025-05-07 08:40:40","0","24.45.233.92","100",388,1,"2025-05-07 08:40:41","R_61dpkSuhjGfbhv7","","","","","41.0641","-73.548","anonymous","EN","1.865","1.865","16.492","1",1,1,"5","5","5","5","4","5","2","2","3","5","3","3","3","4","4","4","3","5","3","3","0","1","3","3","3","3","5","2","1","1","2","2","3","0","0","0","0","0","0","0","0","2","2","2","2","2","1","1","2","1","7","I think it is extremely important that AI is always transparently mentioned when utilized publicly in official capacities. Thanks. Enjoyed participating!","iPe04eb200233ba577","member of Congress","cancer care","NM","LB",5.96100533962327
"2025-05-07 08:35:40","2025-05-07 08:41:17","0","174.23.249.233","100",336,1,"2025-05-07 08:41:17","R_63wr8F1NigmuT48","","","","","37.086","-113.5609","anonymous","EN","11.121","11.121","11.946","1",1,1,"1","2","1","2","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","3","-2","5","5","5","3","3","5","1","1","1","2","1","2","-2","-2","-2","-2","-2","-2","-2","-2","2","2","2","2","0","1","0","2","1","2","","iP3c114a145e859414","social media influencer","animal welfare","MD","UL",5.8171111599632
"2025-05-07 08:36:51","2025-05-07 08:44:06","0","71.71.224.118","100",435,1,"2025-05-07 08:44:07","R_3ifm48BByfGn7Yc","","","","","35.3664","-77.9221","anonymous","EN","7.709","8.685","9.487","2",1,1,"3","3","2","4","2","3","2","3","2","3","2","4","2","3","2","3","3","3","2","3","-1","1","2","1","1","1","1","2","3","3","2","4","3","0","0","0","0","0","0","0","0","2","2","2","2","1","1","1","2","","","","iPbdb6fb5f232a93cf","biomedical scientist","cancer care","NM","UL",6.07534603108868
"2025-05-07 08:40:29","2025-05-07 08:45:22","0","172.59.211.132","100",292,1,"2025-05-07 08:45:22","R_729QZCiztKbaz2F","","","","","40.7337","-74.1941","anonymous","EN","5.872","5.872","6.991","1",1,1,"5","4","3","4","3","2","3","3","2","3","2","2","3","2","4","1","4","3","5","2","0","2","2","1","3","3","2","2","4","4","3","4","4","1","1","0","-1","1","1","0","2","1","2","2","0","2","1","-1","2","1","2","I believe AI at some levels are distinguishable but as AI technology advances, it becomes hard to tell the difference. The use of AI images is very useful for everyone but it also comes at the risk of reputable sources spreading false information with AI generated content.","iP8b7428bf3027d954","philanthropist","animal welfare","MD","LB",5.67675380226828
"2025-05-07 08:45:38","2025-05-07 08:52:05","0","24.47.100.54","100",386,1,"2025-05-07 08:52:05","R_6fJri9jxB2kf8iS","","","","","41.0817","-74.1863","anonymous","EN","3.674","15.624","17.625","6",1,1,"3","3","2","3","2","2","2","2","3","2","2","2","2","3","2","3","2","2","2","2","0","2","4","3","2","2","2","2","3","1","3","3","3","0","-1","-1","-1","0","-1","-1","-1","0","0","1","1","0","1","1","2","2","","","iPd989eda9a20989f6","biomedical scientist","cancer care","MD","UL",5.95583736946483
"2025-05-07 08:52:17","2025-05-07 08:55:43","0","50.235.209.113","100",206,1,"2025-05-07 08:55:44","R_3TDX0S2XA7n442l","","","","","37.431","-77.6554","anonymous","EN","0","0","25.062","0",1,1,"2","1","1","3","1","3","5","5","3","4","4","4","2","3","5","5","3","4","5","5","-2","3","3","3","1","1","1","1","1","1","1","1","1","-2","-2","-2","-2","-2","-2","-2","-2","2","2","2","2","-1","2","0","2","1","2","","iP43ff8d50cc06f504","member of Congress","animal welfare","NM","LB",5.32787616878958
"2025-05-07 08:55:10","2025-05-07 08:56:54","0","173.77.3.122","100",103,1,"2025-05-07 08:56:54","R_3EWD24lIZSoSQNJ","","","","","40.5978","-74.0001","anonymous","EN","0","0","3.251","0",1,1,"5","5","4","4","3","4","5","4","4","5","4","4","3","4","5","3","4","3","4","5","-2","2","2","2","3","1","2","2","2","2","1","2","1","-2","-2","-1","-1","-2","-1","-2","-1","-2","-1","-1","-1","2","2","0","2","1","3","","iPfd7211335a7c173c","biomedical scientist","cancer care","MD","UL",4.63472898822964
"2025-05-07 09:01:05","2025-05-07 09:03:59","0","104.28.50.102","100",174,1,"2025-05-07 09:03:59","R_5Pj0qOOBzdCDaIM","","","","","32.5434","-93.7011","anonymous","EN","2.223","3.448","4.416","2",1,1,"4","4","1","5","3","3","1","1","3","3","1","1","2","3","1","1","2","3","1","1","0","2","2","3","2","2","2","2","3","2","2","2","3","-2","-2","-1","-2","0","0","0","0","0","0","0","0","1","4","1","2","2","","No","iPba56dd893fcadc7e","philanthropist","cancer care","MD","LB",5.15905529921453
"2025-05-07 09:04:56","2025-05-07 09:06:40","0","98.44.57.178","100",104,1,"2025-05-07 09:06:41","R_51SehEJkjt57COL","","","","","29.8504","-95.4413","anonymous","EN","0","0","2.199","0",1,1,"3","2","3","4","4","3","2","5","3","2","4","4","4","5","2","2","2","2","3","4","0","5","3","1","3","1","5","2","3","4","3","3","1","0","-2","2","2","0","2","-1","2","1","2","-1","0","-2","2","0","2","2","","None ","iPa1884ecb5f753fa4","social media influencer","animal welfare","NM","UL",4.64439089914137
"2025-05-07 09:06:46","2025-05-07 09:12:46","0","73.41.237.33","100",359,1,"2025-05-07 09:12:47","R_7HYtQDsYaP2O9fw","","","","","37.3472","-120.6039","anonymous","EN","0","0","7.354","0",1,1,"4","3","4","3","1","4","1","3","1","3","1","3","1","3","2","4","1","3","3","4","0","3","3","5","2","4","3","2","1","1","2","1","2","-2","-2","-2","-1","-2","-1","-1","0","2","2","2","2","0","4","-1","2","1","2","AI is good to a point, but doing things yourself is much more rewarding ","iP65879cadba14d06c","social media influencer","animal welfare","MD","UL",5.88332238848828
"2025-05-07 09:15:14","2025-05-07 09:18:48","0","24.253.158.226","100",214,1,"2025-05-07 09:18:48","R_3c8GYecBBU3eWl8","","","","","36.7323","-76.0363","anonymous","EN","0","0","15.861","0",1,1,"5","5","4","5","1","2","3","5","1","2","3","5","1","3","3","5","1","2","3","5","-2","1","1","1","1","1","1","3","3","2","4","5","5","-2","-2","-2","-2","1","1","1","1","1","2","2","2","2","1","-1","1","1","4","","iP205b467d398a92de","biomedical scientist","cancer care","MD","LB",5.36597601502185
"2025-05-07 09:15:48","2025-05-07 09:20:19","0","50.199.72.108","100",271,1,"2025-05-07 09:20:19","R_35LBAh2lIn373J7","","","","","40.1715","-74.8181","anonymous","EN","0","0","15.681","0",1,1,"3","3","1","3","1","4","3","5","3","4","3","5","1","4","2","5","1","3","2","1","-2","1","1","1","1","1","1","1","1","1","3","3","3","0","0","0","0","1","1","1","1","1","1","1","1","2","1","2","2","2","","no","iP69329ed45d73553a","member of Congress","animal welfare","NM","UL",5.6021188208797
"2025-05-07 09:14:26","2025-05-07 09:21:44","0","174.227.93.92","100",437,1,"2025-05-07 09:21:44","R_1fLtCXjyHmTxgRj","","","","","34.024","-118.1965","anonymous","EN","4.1","18.19","24.268","8",1,1,"3","3","3","4","3","2","2","4","3","3","3","4","3","2","2","4","3","3","3","4","-2","4","4","5","3","4","3","1","1","1","2","1","3","-2","-2","-2","-2","-2","-2","-2","-2","2","2","2","2","1","1","-2","1","1","4","AI is manipulating and due to laziness.  It’s extremely disingenuous.","iPa44bb1ad7c123445","social media influencer","cancer care","NM","LB",6.07993319509559
"2025-05-07 09:18:26","2025-05-07 09:25:11","0","137.25.184.221","100",404,1,"2025-05-07 09:25:11","R_1ij7av2oFWIPetH","","","","","34.1066","-117.5935","anonymous","EN","0","0","23.055","0",1,1,"3","4","2","4","4","2","1","4","4","2","2","3","4","1","1","4","4","1","1","4","-2","3","2","2","2","2","2","3","2","2","2","2","2","-1","-1","-1","-1","0","0","0","0","2","2","2","2","1","4","-1","2","2","","I sort of like that the ""congressman"" used an AI pic of the child instead of using a real picture of an innocent child. ","iPa62fea2557627730","member of Congress","cancer care","NM","LB",6.00141487796115
"2025-05-07 09:20:29","2025-05-07 09:29:35","0","146.12.85.9","100",546,1,"2025-05-07 09:29:36","R_1gtdiufp7a5YgRb","","","","","40.2332","-76.1372","anonymous","EN","0","0","17.837","0",1,1,"3","4","3","4","1","3","3","2","1","2","3","2","1","3","3","2","1","3","3","2","-2","4","3","4","1","1","1","1","1","1","5","1","1","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","1","2","0","2","1","2","AI is dangerous and is already being abused.  It is certainly be abused and used for fraudulent purposes.  I don't trust it nor like it.","iP8c3158718f928c4c","social media influencer","animal welfare","MD","UL",6.30261897574491
"2025-05-07 09:34:44","2025-05-07 09:38:16","0","70.93.181.106","100",212,1,"2025-05-07 09:38:16","R_7EHk1O3gefKDNf1","","","","","33.9075","-117.7866","anonymous","EN","0","0","9.99","0",1,1,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","1","1","1","1","1","1","5","5","5","5","5","5","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","No comment","iP750c890a76336d3f","member of Congress","animal welfare","NM","LB",5.35658627467201
"2025-05-07 09:36:10","2025-05-07 09:42:42","0","151.132.105.62","100",391,1,"2025-05-07 09:42:43","R_6CD8w2ISph4OSCK","","","","","26.7173","-80.1247","anonymous","EN","0","0","17.246","0",1,1,"3","3","4","5","2","3","4","5","1","2","4","4","1","2","3","4","1","2","4","5","-1","3","3","5","5","4","4","2","3","2","2","1","2","-2","-1","-1","-1","0","-2","-2","-1","-1","-2","-2","-1","1","1","1","2","1","2","ai is a nightmare in the wrong hands much like the cell phone or social media. we moved faster than our maturity levels","iP31a72aa57b610b19","philanthropist","cancer care","MD","UL",5.96870755998537
"2025-05-07 09:40:11","2025-05-07 09:43:15","0","174.69.73.203","100",183,1,"2025-05-07 09:43:16","R_1KTF5ho0gL7YYJb","","","","","41.4866","-81.8037","anonymous","EN","0","0","5.268","0",1,1,"4","4","3","4","5","4","5","4","3","2","5","3","3","3","5","4","4","4","5","4","-1","1","1","1","2","1","1","1","2","1","3","3","4","-2","0","-2","-2","0","0","-1","-2","-1","-1","-1","-1","1","1","-1","4","1","2","None","iP2bb279361c70bdc2","biomedical scientist","cancer care","NM","UL",5.20948615284142
"2025-05-07 09:33:43","2025-05-07 09:43:44","0","173.12.99.202","100",600,1,"2025-05-07 09:43:44","R_1rxPQtpgCFfzxZf","","","","","25.7267","-80.4496","anonymous","EN","0","0","9.108","0",1,1,"3","3","3","3","4","5","4","5","4","5","4","5","3","3","3","3","4","4","4","3","0","3","3","3","4","4","4","3","4","3","3","4","4","0","-1","0","-1","0","0","0","0","1","1","1","1","0","2","0","2","4","","","iPc58a6e6bfec9467e","philanthropist","cancer care","NM","UL",6.39692965521615
"2025-05-07 09:43:27","2025-05-07 09:52:38","0","96.248.73.31","100",551,1,"2025-05-07 09:52:39","R_1qcepfi1evlm2Ix","","","","","39.4826","-75.0027","anonymous","EN","22.287","22.287","28.188","1",1,1,"1","3","2","2","2","4","4","2","4","5","5","1","5","5","5","1","2","4","4","2","2","4","4","4","4","4","5","1","1","1","1","2","2","-2","-2","-2","-2","-2","-2","-2","-2","2","2","2","2","-1","2","-1","1","1","4","When I see AI I feel defrauded","iPbc6581480022cf25","philanthropist","animal welfare","MD","UL",6.31173480915291
"2025-05-07 09:38:07","2025-05-07 09:53:49","0","192.96.192.7","100",941,1,"2025-05-07 09:53:49","R_64356fFk4GMA2eM","","","","","28.4538","-81.4674","anonymous","EN","0","0","24.323","0",1,1,"4","4","1","4","2","2","3","3","2","2","2","3","2","2","2","3","2","2","3","2","-2","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","-2","2","0","2","2","","","iP2c85d909711977c3","social media influencer","animal welfare","MD","LB",6.84694313958538
"2025-05-07 09:49:12","2025-05-07 09:54:01","0","71.233.249.131","100",289,1,"2025-05-07 09:54:01","R_6lis6yrgZH9PwwI","","","","","42.4947","-70.8499","anonymous","EN","0","0","24.083","0",1,1,"5","5","2","5","5","4","3","5","4","3","2","5","4","4","2","5","4","4","3","5","-2","1","1","1","1","1","1","3","4","4","3","5","5","2","1","2","2","2","2","2","2","0","0","0","0","2","1","-1","1","1","4","I cannot think of anything at this time. ","iP4c27e0408f56c14f","biomedical scientist","cancer care","MD","UL",5.66642668811243
"2025-05-07 09:47:23","2025-05-07 09:56:23","0","66.56.10.222","100",540,1,"2025-05-07 09:56:24","R_3roJguT9uP8kwMo","","","","","33.8574","-84.013","anonymous","EN","0","0","20.834","0",1,1,"2","1","1","4","5","5","5","3","5","5","4","2","5","5","4","1","5","5","5","2","-1","1","1","1","4","2","3","1","1","1","1","1","1","-2","-2","-2","-2","0","0","0","0","2","2","2","2","1","1","2","2","2","","","iP613238297ae9b0da","member of Congress","animal welfare","MD","UL",6.29156913955832
"2025-05-07 09:43:46","2025-05-07 09:58:11","0","66.38.70.215","100",865,1,"2025-05-07 09:58:11","R_5XOUGeuDabxrQNb","","","","","37.0562","-85.0886","anonymous","EN","0","0","30.433","0",1,1,"3","2","1","3","5","1","1","5","5","1","1","5","5","1","1","5","5","1","1","5","-2","4","4","5","3","4","3","1","1","1","3","3","3","-2","-2","-2","-2","-2","-1","-2","-2","2","2","2","2","1","1","1","2","2","","","iPd20fe9bfadbcd58b","member of Congress","cancer care","NM","LB",6.76272950693188
"2025-05-07 09:44:14","2025-05-07 10:04:06","0","72.192.222.136","100",1192,1,"2025-05-07 10:04:07","R_5xJcjQTI0JXoLBx","","","","","36.2467","-93.1054","anonymous","EN","0","0","49.277","0",1,1,"5","3","2","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","1","4","4","4","4","1","4","3","3","3","1","5","3","-2","-2","0","0","-1","-1","-1","-1","0","0","-1","0","1","4","-1","4","1","2","","iP47b7e638453ccd40","philanthropist","cancer care","NM","LB",7.0833878476253
"2025-05-07 10:06:18","2025-05-07 10:10:45","0","67.146.146.169","100",266,1,"2025-05-07 10:10:45","R_7itj2x4tSxkHZrU","","","","","33.5986","-86.3434","anonymous","EN","8.008","8.008","9.92","1",1,1,"5","5","3","5","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","-2","2","-2","2","2","","none","iPeeb4725e914ea992","social media influencer","animal welfare","NM","LB",5.5834963087817
"2025-05-07 10:10:08","2025-05-07 10:14:17","0","72.89.218.187","100",248,1,"2025-05-07 10:14:18","R_6R1N4RbKZ9WnZEZ","","","","","40.8","-73.9763","anonymous","EN","12.174","12.174","13.765","1",1,1,"3","4","3","4","1","4","3","2","1","5","1","1","2","4","2","1","2","5","2","1","-1","1","1","3","4","1","1","1","1","1","1","1","1","-1","-2","-1","-1","-1","-2","-2","-2","1","2","2","2","1","1","1","1","1","4","","iPb5ee16cf0cb51199","social media influencer","animal welfare","NM","LB",5.51342874616498
"2025-05-07 10:10:15","2025-05-07 10:15:41","0","12.30.213.227","100",325,1,"2025-05-07 10:15:42","R_1pp9M2Cyfds8j2F","","","","","38.3126","-78.0658","anonymous","EN","0","0","25.273","0",1,1,"5","4","4","5","4","1","5","2","3","2","4","2","3","2","5","1","3","2","5","2","-2","4","4","4","3","2","3","2","2","1","2","2","3","-2","-2","-1","-1","-1","-1","-1","-2","1","1","1","2","2","1","2","2","1","2","","iP064bb68e8e9f7e20","philanthropist","animal welfare","MD","UL",5.78382518232974
"2025-05-07 10:08:31","2025-05-07 10:18:42","0","208.104.74.156","100",611,1,"2025-05-07 10:18:43","R_5DF7Ol810Fjk8TL","","","","","34.7487","-80.7595","anonymous","EN","24.42","24.42","28.924","1",1,1,"4","3","3","3","5","5","5","5","3","5","5","5","4","5","5","5","5","5","5","5","-2","3","3","3","3","3","3","1","1","1","1","1","1","0","-2","1","0","-1","-2","-1","-2","2","2","2","2","1","1","1","2","2","","No.","iP32b5802d445ebc00","member of Congress","cancer care","MD","UL",6.4150969591716
"2025-05-07 10:23:55","2025-05-07 10:30:20","0","75.161.145.156","100",385,1,"2025-05-07 10:30:21","R_5vcQ4gxGui07ZPU","","","","","35.0506","-106.7249","anonymous","EN","6.127","6.127","15.152","1",1,1,"2","3","2","2","2","3","3","2","2","3","3","2","2","3","3","2","2","3","3","2","0","2","2","2","2","2","3","1","1","1","3","1","3","0","0","0","0","-1","-1","-1","-1","1","1","1","1","0","4","-1","2","1","2","","iP865c7e520ad97975","member of Congress","cancer care","NM","UL",5.95324333428778
"2025-05-07 10:36:19","2025-05-07 10:40:33","0","66.244.68.17","100",254,1,"2025-05-07 10:40:34","R_7DEyuguve6xUffz","","","","","39.1397","-86.5141","anonymous","EN","3.426","3.426","30.955","1",1,1,"2","2","3","3","3","3","3","1","3","3","3","3","3","3","3","1","1","1","2","1","0","4","2","4","2","2","2","2","2","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","2","","","iP57f4db95a01b4db4","philanthropist","animal welfare","MD","UL",5.53733426701854
"2025-05-07 10:23:17","2025-05-07 10:43:03","0","96.233.203.101","100",1185,1,"2025-05-07 10:43:03","R_1cbzxEyLzkJZZnu","","","","","41.534","-74.0492","anonymous","EN","31.961","62.341","63.389","3",1,1,"3","3","2","3","1","3","2","3","1","2","1","3","2","3","3","3","1","2","1","3","-1","3","3","3","3","4","3","1","1","1","1","1","2","-1","-1","-1","0","-2","-2","-2","-1","2","2","2","1","0","1","0","1","1","4","I thoroughly dislike AI generated pictures, stories etc. to me it is lying. ","iP430c981314a59507","biomedical scientist","animal welfare","MD","LB",7.07749805356923
"2025-05-07 10:37:18","2025-05-07 10:43:30","0","73.209.170.215","100",372,1,"2025-05-07 10:43:30","R_5ooFldGHoeBC2Nj","","","","","42.314","-88.997","anonymous","EN","0","0","23.182","0",1,1,"5","5","2","5","4","3","4","1","4","4","4","4","4","3","3","1","4","2","4","2","-2","1","2","1","1","1","1","4","4","3","3","3","2","2","2","2","2","1","1","1","1","1","1","1","1","2","1","2","2","1","4","This was a great survey about various topics. Such as A.I and science. Thank you very much!","iPbfe1674aa50c7126","biomedical scientist","cancer care","MD","LB",5.91889385427315
"2025-05-07 10:46:46","2025-05-07 10:50:55","0","172.56.103.225","100",249,1,"2025-05-07 10:50:56","R_5WCLFOuJ0JCv5tI","","","","","28.0406","-82.3951","anonymous","EN","6.813","23.156","23.753","2",1,1,"3","4","3","3","3","3","3","2","4","2","3","2","2","3","3","4","3","3","3","3","-2","2","2","3","2","2","3","2","2","2","1","3","4","-2","-2","-2","-2","-2","-2","-2","-1","2","2","2","2","0","4","0","2","1","2","No","iP443fe8ae6beea933","social media influencer","cancer care","MD","LB",5.51745289646471
"2025-05-07 10:53:57","2025-05-07 10:56:20","0","24.194.99.37","100",142,1,"2025-05-07 10:56:20","R_3f5lAEhg5Cwp6Ip","","","","","43.0642","-74.334","anonymous","EN","0","0","6.782","0",1,1,"1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","4","","","iP6ed987574912f9d5","social media influencer","animal welfare","NM","LB",4.95582705760126
"2025-05-07 10:53:00","2025-05-07 10:59:32","0","73.7.23.183","100",392,1,"2025-05-07 10:59:33","R_52RyY0sWoxbpfTX","","","","","33.7344","-84.0986","anonymous","EN","3.467","17.994","26.996","7",1,1,"4","4","3","4","5","5","4","5","5","3","3","4","5","5","4","3","5","4","3","4","-1","1","1","1","1","1","3","1","1","1","3","1","3","2","0","2","1","0","-2","-2","0","1","2","2","1","1","1","1","2","1","3","Decent survey","iP989700c5fdf8faeb","biomedical scientist","animal welfare","NM","LB",5.97126183979046
"2025-05-07 10:54:45","2025-05-07 11:10:08","0","69.178.92.225","100",922,1,"2025-05-07 11:10:08","R_3EMwKjYqM1sK5hb","","","","","64.8401","-147.7202","anonymous","EN","3.091","3.357","6.474","2",1,1,"3","2","2","4","2","4","4","1","3","2","2","3","3","3","3","3","2","3","5","1","0","1","1","1","2","3","3","2","4","2","2","4","4","-2","-2","0","-1","-1","0","0","-1","0","-1","0","-1","-1","4","0","2","2","","","iP8c50e1b997ac8a95","philanthropist","cancer care","MD","UL",6.82654522355659
"2025-05-07 11:09:39","2025-05-07 11:12:19","0","166.194.200.63","100",160,1,"2025-05-07 11:12:20","R_61hj65im3E3B7rw","","","","","32.7797","-96.8022","anonymous","EN","0","0","10.761","0",1,1,"4","4","2","4","4","2","3","1","3","2","4","2","4","2","4","2","4","2","4","2","-1","2","1","1","1","1","1","2","2","2","4","3","4","1","0","1","1","1","-1","-1","1","1","1","1","1","1","1","1","2","1","2","","iPbcf240ad4ee345b1","philanthropist","animal welfare","NM","LB",5.07517381523383
"2025-05-07 11:11:44","2025-05-07 11:20:24","0","108.243.58.226","100",520,1,"2025-05-07 11:20:25","R_7dG3mxAKgYsatjk","","","","","38.3085","-85.816","anonymous","EN","0","0","14.015","0",1,1,"4","3","1","4","4","1","2","4","5","1","4","5","3","1","2","3","4","1","2","4","-2","1","1","3","3","1","2","1","2","1","1","3","3","0","-1","0","0","1","-2","1","1","2","2","2","2","1","1","1","2","2","","I disapprove in the advancements of a.i. technology, it is extremely useful and helpful, but there becomes a point where it'll replace human interaction and that's a problem. It will create disengenuine content and drive yet another wedge between society.","iPcf364c820e5ec10b","biomedical scientist","cancer care","MD","UL",6.25382881157547
"2025-05-07 11:08:35","2025-05-07 11:20:35","0","68.38.187.39","100",719,1,"2025-05-07 11:20:35","R_1TN4kUXknTsRNS9","","","","","40.878","-85.1576","anonymous","EN","199.152","199.152","220.02","1",1,1,"3","3","2","3","3","3","2","3","3","3","3","2","3","3","3","3","3","3","3","3","-2","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","2","2","","","iP0ca6544c329c0bad","member of Congress","cancer care","MD","LB",6.57786135772105
"2025-05-07 11:23:58","2025-05-07 11:26:57","0","35.145.88.130","100",179,1,"2025-05-07 11:26:58","R_3nYJ4eS6p5voNzt","","","","","29.2208","-81.014","anonymous","EN","0","0","3.787","0",1,1,"4","3","1","3","3","3","3","3","2","2","2","2","3","3","2","3","3","3","3","3","-1","3","3","3","3","3","2","4","3","3","4","3","2","-2","-2","0","0","0","0","1","0","0","1","0","0","1","1","1","2","1","2","","iP20dca384fa97fa85","philanthropist","animal welfare","MD","UL",5.18738580584075
"2025-05-07 11:29:41","2025-05-07 11:34:00","0","45.37.161.83","100",258,1,"2025-05-07 11:34:00","R_6eCTZJLjFNwTSmM","","","","","35.9806","-78.8426","anonymous","EN","0","0","17","0",1,1,"3","3","3","3","2","1","2","2","2","1","2","2","5","5","5","5","2","1","2","2","-2","5","5","5","5","5","5","1","1","1","1","1","1","-2","-2","-2","2","-2","-2","-2","-2","2","2","2","2","2","1","1","2","1","2","I enjoyed it ","iP5c12c3d865c33e24","biomedical scientist","animal welfare","MD","LB",5.55295958492162
"2025-05-07 11:29:49","2025-05-07 11:36:36","0","12.75.115.110","100",406,1,"2025-05-07 11:36:36","R_540fZMYUDT5UVWS","","","","","29.9701","-90.0254","anonymous","EN","0","0","19.614","0",1,1,"5","5","1","4","5","3","5","2","5","3","5","2","5","3","5","3","5","3","5","2","2","1","2","2","1","1","2","2","2","1","1","3","1","-1","-1","-2","-2","0","-2","0","0","0","-2","0","0","0","1","-2","2","1","2","None ","iPcc65cbd0ea386a8a","philanthropist","animal welfare","MD","LB",6.00635315960173
"2025-05-07 11:31:14","2025-05-07 11:36:43","0","98.229.34.36","100",329,1,"2025-05-07 11:36:44","R_3iPjeIp267lsF63","","","","","42.205","-72.6276","anonymous","EN","16.052","16.052","19.168","1",1,1,"5","4","2","4","5","5","1","1","4","5","1","2","5","5","1","1","3","5","1","1","-2","3","3","3","1","1","1","1","1","1","1","1","1","-1","-2","0","-2","-1","-1","-2","-2","1","1","1","2","1","2","2","2","1","2","No additional thoughts","iP2fa0c98183985d22","member of Congress","cancer care","NM","UL",5.79605775076537
"2025-05-07 11:33:31","2025-05-07 11:38:26","0","172.56.68.207","100",294,1,"2025-05-07 11:38:26","R_1mZRjcFCDaXoNRx","","","","","33.7485","-84.3871","anonymous","EN","2.474","2.474","15.738","1",1,1,"4","5","3","3","3","5","2","5","4","4","2","5","4","5","3","5","4","5","3","5","2","2","3","4","3","1","1","2","1","1","2","1","3","0","0","1","1","-1","-1","1","-1","1","1","1","2","1","1","1","2","1","2","","iPbcf201a1d695d96f","biomedical scientist","animal welfare","MD","LB",5.68357976733868
